,prompt_id,Prompt,Word,Label Type,index
725,689,## write a function to find the minimum number of jumps to reach the end of the array for the given array of integers where each element represents the max number of steps that can be made forward from that element. > indented block > indented block,minimum,Property,"(32, 38)"
726,689,## write a function to find the minimum number of jumps to reach the end of the array for the given array of integers where each element represents the max number of steps that can be made forward from that element. > indented block > indented block,end,Property,"(69, 71)"
727,689,## write a function to find the minimum number of jumps to reach the end of the array for the given array of integers where each element represents the max number of steps that can be made forward from that element. > indented block > indented block,element,Datatype,"(129, 135)"
728,689,## write a function to find the minimum number of jumps to reach the end of the array for the given array of integers where each element represents the max number of steps that can be made forward from that element. > indented block > indented block,number,Datatype,"(40, 45)"
729,689,## write a function to find the minimum number of jumps to reach the end of the array for the given array of integers where each element represents the max number of steps that can be made forward from that element. > indented block > indented block,each,Property,"(60, 63)"
730,689,## write a function to find the minimum number of jumps to reach the end of the array for the given array of integers where each element represents the max number of steps that can be made forward from that element. > indented block > indented block,max,Property,"(152, 154)"
731,689,## write a function to find the minimum number of jumps to reach the end of the array for the given array of integers where each element represents the max number of steps that can be made forward from that element. > indented block > indented block,forward,Property,"(189, 195)"
732,690,Write a function to multiply consecutive numbers of a given list.,,,
733,690,Write a function to multiply consecutive numbers of a given list.,Write,Operator,"(0, 4)"
734,690,Write a function to multiply consecutive numbers of a given list.,multiply,Operator,"(20, 27)"
735,690,Write a function to multiply consecutive numbers of a given list.,numbers,Datatype,"(41, 47)"
736,690,Write a function to multiply consecutive numbers of a given list.,list.,Datatype,"(60, 64)"
737,690,Write a function to multiply consecutive numbers of a given list.,consecutive,Property,"(29, 39)"
738,691,Write a function to group the 1st elements on the basis of 2nd elements in the given tuple list.,,,
739,691,Write a function to group the 1st elements on the basis of 2nd elements in the given tuple list.,Write,Operator,"(0, 4)"
740,691,Write a function to group the 1st elements on the basis of 2nd elements in the given tuple list.,group,Operator,"(20, 24)"
741,691,Write a function to group the 1st elements on the basis of 2nd elements in the given tuple list.,tuple,Datatype,"(85, 89)"
742,691,Write a function to group the 1st elements on the basis of 2nd elements in the given tuple list.,list.,Datatype,"(91, 95)"
743,691,Write a function to group the 1st elements on the basis of 2nd elements in the given tuple list.,elements,Datatype,"(34, 41)"
744,691,Write a function to group the 1st elements on the basis of 2nd elements in the given tuple list.,1st,Property,"(30, 32)"
745,691,Write a function to group the 1st elements on the basis of 2nd elements in the given tuple list.,2nd,Property,"(59, 61)"
746,691,Write a function to group the 1st elements on the basis of 2nd elements in the given tuple list.,basis,Property,"(50, 54)"
747,691,Write a function to group the 1st elements on the basis of 2nd elements in the given tuple list.,on,Property,"(14, 15)"
748,691,Write a function to group the 1st elements on the basis of 2nd elements in the given tuple list.,the,Property,"(26, 28)"
749,692,Write a python function to find the last two digits in factorial of a given number.,,,
750,692,Write a python function to find the last two digits in factorial of a given number.,Write,Operator,"(0, 4)"
751,692,Write a python function to find the last two digits in factorial of a given number.,find,Operator,"(27, 30)"
752,692,Write a python function to find the last two digits in factorial of a given number.,digits,Datatype,"(45, 50)"
753,692,Write a python function to find the last two digits in factorial of a given number.,number.,Datatype,"(76, 82)"
754,692,Write a python function to find the last two digits in factorial of a given number.,last,Property,"(36, 39)"
755,692,Write a python function to find the last two digits in factorial of a given number.,two,Property,"(41, 43)"
756,692,Write a python function to find the last two digits in factorial of a given number.,factorial,Property,"(55, 63)"
757,693,Write a function to remove multiple spaces in a string by using regex.,,,
758,693,Write a function to remove multiple spaces in a string by using regex.,Write,Operator,"(0, 4)"
759,693,Write a function to remove multiple spaces in a string by using regex.,remove,Operator,"(20, 25)"
760,693,Write a function to remove multiple spaces in a string by using regex.,string,Datatype,"(48, 53)"
761,693,Write a function to remove multiple spaces in a string by using regex.,regex.,Datatype,"(64, 69)"
762,693,Write a function to remove multiple spaces in a string by using regex.,multiple,Property,"(27, 34)"
763,693,Write a function to remove multiple spaces in a string by using regex.,spaces,Property,"(36, 41)"
764,694,Write a function to extract unique values from the given dictionary values.,,,
765,694,Write a function to extract unique values from the given dictionary values.,Write,Operator,"(0, 4)"
766,694,Write a function to extract unique values from the given dictionary values.,extract,Operator,"(20, 26)"
767,694,Write a function to extract unique values from the given dictionary values.,values,Datatype,"(35, 40)"
768,694,Write a function to extract unique values from the given dictionary values.,dictionary,Datatype,"(57, 66)"
769,694,Write a function to extract unique values from the given dictionary values.,unique,Property,"(28, 33)"
770,695,Write a function to check if each element of the second tuple is greater than its corresponding index in the first tuple.,,,
771,695,Write a function to check if each element of the second tuple is greater than its corresponding index in the first tuple.,Write,Operator,"(0, 4)"
772,695,Write a function to check if each element of the second tuple is greater than its corresponding index in the first tuple.,check,Operator,"(20, 24)"
773,695,Write a function to check if each element of the second tuple is greater than its corresponding index in the first tuple.,if,Conditional,"(26, 27)"
774,695,Write a function to check if each element of the second tuple is greater than its corresponding index in the first tuple.,tuple,Datatype,"(56, 60)"
775,695,Write a function to check if each element of the second tuple is greater than its corresponding index in the first tuple.,tuple.,Datatype,"(115, 120)"
776,695,Write a function to check if each element of the second tuple is greater than its corresponding index in the first tuple.,element,Datatype,"(34, 40)"
777,695,Write a function to check if each element of the second tuple is greater than its corresponding index in the first tuple.,second,Property,"(49, 54)"
778,695,Write a function to check if each element of the second tuple is greater than its corresponding index in the first tuple.,each,Property,"(29, 32)"
779,695,Write a function to check if each element of the second tuple is greater than its corresponding index in the first tuple.,corresponding,Property,"(82, 94)"
780,695,Write a function to check if each element of the second tuple is greater than its corresponding index in the first tuple.,index,Property,"(96, 100)"
781,695,Write a function to check if each element of the second tuple is greater than its corresponding index in the first tuple.,greater,Property,"(65, 71)"
782,695,Write a function to check if each element of the second tuple is greater than its corresponding index in the first tuple.,than,Property,"(73, 76)"
783,695,Write a function to check if each element of the second tuple is greater than its corresponding index in the first tuple.,first,Property,"(109, 113)"
784,696,Write a function to zip two given lists of lists.,,,
785,696,Write a function to zip two given lists of lists.,Write,Operator,"(0, 4)"
786,696,Write a function to zip two given lists of lists.,zip,Operator,"(20, 22)"
787,696,Write a function to zip two given lists of lists.,lists,Datatype,"(34, 38)"
788,696,Write a function to zip two given lists of lists.,lists.,Datatype,"(43, 48)"
789,696,Write a function to zip two given lists of lists.,of,Datatype,"(40, 41)"
790,696,Write a function to zip two given lists of lists.,two,Property,"(24, 26)"
791,697,Write a function to find number of even elements in the given list using lambda function.,,,
792,697,Write a function to find number of even elements in the given list using lambda function.,Write,Operator,"(0, 4)"
793,697,Write a function to find number of even elements in the given list using lambda function.,find,Operator,"(20, 23)"
794,697,Write a function to find number of even elements in the given list using lambda function.,list,Datatype,"(62, 65)"
795,697,Write a function to find number of even elements in the given list using lambda function.,function.,Datatype,"(80, 88)"
796,697,Write a function to find number of even elements in the given list using lambda function.,lambda,Datatype,"(73, 78)"
797,697,Write a function to find number of even elements in the given list using lambda function.,even,Property,"(35, 38)"
798,697,Write a function to find number of even elements in the given list using lambda function.,elements,Property,"(40, 47)"
799,697,Write a function to find number of even elements in the given list using lambda function.,number,Datatype,"(25, 30)"
800,698,Write a function to sort dictionary items by tuple product of keys for the given dictionary with tuple keys.,,,
801,698,Write a function to sort dictionary items by tuple product of keys for the given dictionary with tuple keys.,Write,Operator,"(0, 4)"
802,698,Write a function to sort dictionary items by tuple product of keys for the given dictionary with tuple keys.,sort,Operator,"(20, 23)"
803,698,Write a function to sort dictionary items by tuple product of keys for the given dictionary with tuple keys.,items,Datatype,"(36, 40)"
804,698,Write a function to sort dictionary items by tuple product of keys for the given dictionary with tuple keys.,tuple,Property,"(45, 49)"
805,698,Write a function to sort dictionary items by tuple product of keys for the given dictionary with tuple keys.,product,Property,"(51, 57)"
806,698,Write a function to sort dictionary items by tuple product of keys for the given dictionary with tuple keys.,dictionary,Datatype,"(25, 34)"
807,698,Write a function to sort dictionary items by tuple product of keys for the given dictionary with tuple keys.,keys.,Datatype,"(103, 107)"
808,699,Write a python function to find the minimum number of swaps required to convert one binary string to another.,,,
809,699,Write a python function to find the minimum number of swaps required to convert one binary string to another.,Write,Operator,"(0, 4)"
810,699,Write a python function to find the minimum number of swaps required to convert one binary string to another.,find,Operator,"(27, 30)"
811,699,Write a python function to find the minimum number of swaps required to convert one binary string to another.,number,Datatype,"(44, 49)"
812,699,Write a python function to find the minimum number of swaps required to convert one binary string to another.,string,Datatype,"(91, 96)"
813,699,Write a python function to find the minimum number of swaps required to convert one binary string to another.,binary,Property,"(84, 89)"
814,699,Write a python function to find the minimum number of swaps required to convert one binary string to another.,convert,Operator,"(72, 78)"
815,699,Write a python function to find the minimum number of swaps required to convert one binary string to another.,swaps,Property,"(54, 58)"
816,699,Write a python function to find the minimum number of swaps required to convert one binary string to another.,minimum,Property,"(36, 42)"
817,700,Write a function to count the number of elements in a list which are within a specific range.,,,
818,700,Write a function to count the number of elements in a list which are within a specific range.,Write,Operator,"(0, 4)"
819,700,Write a function to count the number of elements in a list which are within a specific range.,count,Operator,"(20, 24)"
820,700,Write a function to count the number of elements in a list which are within a specific range.,number,Datatype,"(30, 35)"
821,700,Write a function to count the number of elements in a list which are within a specific range.,list,Datatype,"(54, 57)"
822,700,Write a function to count the number of elements in a list which are within a specific range.,range.,Datatype,"(87, 92)"
823,700,Write a function to count the number of elements in a list which are within a specific range.,within,Property,"(69, 74)"
824,700,Write a function to count the number of elements in a list which are within a specific range.,specific,Property,"(78, 85)"
825,701,Write a function to find the equilibrium index of the given array.,,,
826,701,Write a function to find the equilibrium index of the given array.,equilibrium,Property,"(29, 39)"
827,701,Write a function to find the equilibrium index of the given array.,index,Property,"(41, 45)"
828,701,Write a function to find the equilibrium index of the given array.,Write,Operator,"(0, 4)"
829,701,Write a function to find the equilibrium index of the given array.,find,Operator,"(20, 23)"
830,701,Write a function to find the equilibrium index of the given array.,array.,Datatype,"(60, 65)"
831,702,Write a function to find the minimum number of elements that should be removed such that amax-amin<=k.,,,
832,702,Write a function to find the minimum number of elements that should be removed such that amax-amin<=k.,Write,Operator,"(0, 4)"
833,702,Write a function to find the minimum number of elements that should be removed such that amax-amin<=k.,find,Operator,"(20, 23)"
834,702,Write a function to find the minimum number of elements that should be removed such that amax-amin<=k.,number,Datatype,"(37, 42)"
835,702,Write a function to find the minimum number of elements that should be removed such that amax-amin<=k.,minimum,Property,"(29, 35)"
836,702,Write a function to find the minimum number of elements that should be removed such that amax-amin<=k.,amax-amin<=k.,Property,"(89, 101)"
837,702,Write a function to find the minimum number of elements that should be removed such that amax-amin<=k.,elements,Datatype,"(47, 54)"
838,703,Write a function to check whether the given key is present in the dictionary or not.,,,
839,703,Write a function to check whether the given key is present in the dictionary or not.,Write,Operator,"(0, 4)"
840,703,Write a function to check whether the given key is present in the dictionary or not.,check,Operator,"(20, 24)"
841,703,Write a function to check whether the given key is present in the dictionary or not.,present,Property,"(51, 57)"
842,703,Write a function to check whether the given key is present in the dictionary or not.,dictionary,Datatype,"(66, 75)"
843,703,Write a function to check whether the given key is present in the dictionary or not.,key,Datatype,"(44, 46)"
844,703,Write a function to check whether the given key is present in the dictionary or not.,whether,Conditional,"(26, 32)"
845,704,Write a function to calculate the harmonic sum of n-1.,,,
846,704,Write a function to calculate the harmonic sum of n-1.,Write,Operator,"(0, 4)"
847,704,Write a function to calculate the harmonic sum of n-1.,calculate,Operator,"(20, 28)"
848,704,Write a function to calculate the harmonic sum of n-1.,harmonic,Property,"(34, 41)"
849,704,Write a function to calculate the harmonic sum of n-1.,sum,Property,"(43, 45)"
850,704,Write a function to calculate the harmonic sum of n-1.,n-1.,Property,"(50, 53)"
851,705,Write a function to sort a list of lists by length and value.,,,
852,705,Write a function to sort a list of lists by length and value.,Write,Operator,"(0, 4)"
853,705,Write a function to sort a list of lists by length and value.,sort,Operator,"(20, 23)"
854,705,Write a function to sort a list of lists by length and value.,lists,Datatype,"(35, 39)"
855,705,Write a function to sort a list of lists by length and value.,of,Datatype,"(32, 33)"
856,705,Write a function to sort a list of lists by length and value.,list,Datatype,"(27, 30)"
857,705,Write a function to sort a list of lists by length and value.,length,Property,"(44, 49)"
858,705,Write a function to sort a list of lists by length and value.,value.,Property,"(55, 60)"
859,706,Write a function to find whether an array is subset of another array.,,,
860,706,Write a function to find whether an array is subset of another array.,Write,Operator,"(0, 4)"
861,706,Write a function to find whether an array is subset of another array.,find,Operator,"(20, 23)"
862,706,Write a function to find whether an array is subset of another array.,array,Datatype,"(36, 40)"
863,706,Write a function to find whether an array is subset of another array.,array.,Datatype,"(63, 68)"
864,706,Write a function to find whether an array is subset of another array.,subset,Property,"(45, 50)"
865,706,Write a function to find whether an array is subset of another array.,another,Property,"(55, 61)"
866,706,Write a function to find whether an array is subset of another array.,whether,Conditional,"(25, 31)"
867,707,Write a python function to count the total set bits from 1 to n.,,,
868,707,Write a python function to count the total set bits from 1 to n.,Write,Operator,"(0, 4)"
869,707,Write a python function to count the total set bits from 1 to n.,count,Operator,"(27, 31)"
870,707,Write a python function to count the total set bits from 1 to n.,bits,Datatype,"(47, 50)"
871,707,Write a python function to count the total set bits from 1 to n.,set,Datatype,"(43, 45)"
872,707,Write a python function to count the total set bits from 1 to n.,1,Property,"(57, 57)"
873,707,Write a python function to count the total set bits from 1 to n.,to,Property,"(24, 25)"
874,707,Write a python function to count the total set bits from 1 to n.,n.,Property,"(62, 63)"
875,707,Write a python function to count the total set bits from 1 to n.,from,Property,"(52, 55)"
876,708,Write a python function to convert a string to a list.,,,
877,708,Write a python function to convert a string to a list.,Write,Operator,"(0, 4)"
878,708,Write a python function to convert a string to a list.,convert,Operator,"(27, 33)"
879,708,Write a python function to convert a string to a list.,string,Datatype,"(37, 42)"
880,708,Write a python function to convert a string to a list.,list.,Datatype,"(49, 53)"
881,709,Write a function to count unique keys for each value present in the tuple.,,,
882,709,Write a function to count unique keys for each value present in the tuple.,Write,Operator,"(0, 4)"
883,709,Write a function to count unique keys for each value present in the tuple.,count,Operator,"(20, 24)"
884,709,Write a function to count unique keys for each value present in the tuple.,tuple.,Datatype,"(68, 73)"
885,709,Write a function to count unique keys for each value present in the tuple.,unique,Property,"(26, 31)"
886,709,Write a function to count unique keys for each value present in the tuple.,keys,Property,"(33, 36)"
887,709,Write a function to count unique keys for each value present in the tuple.,each,Property,"(42, 45)"
888,709,Write a function to count unique keys for each value present in the tuple.,value,Property,"(47, 51)"
889,710,Write a function to access the initial and last data of the given tuple record.,,,
890,710,Write a function to access the initial and last data of the given tuple record.,Write,Operator,"(0, 4)"
891,710,Write a function to access the initial and last data of the given tuple record.,access,Operator,"(20, 25)"
892,710,Write a function to access the initial and last data of the given tuple record.,tuple,Datatype,"(66, 70)"
893,710,Write a function to access the initial and last data of the given tuple record.,initial,Property,"(31, 37)"
894,710,Write a function to access the initial and last data of the given tuple record.,last,Property,"(43, 46)"
895,710,Write a function to access the initial and last data of the given tuple record.,and,Property,"(39, 41)"
896,710,Write a function to access the initial and last data of the given tuple record.,data,Property,"(48, 51)"
897,710,Write a function to access the initial and last data of the given tuple record.,record.,Property,"(72, 78)"
898,711,Write a python function to check whether the product of digits of a number at even and odd places is equal or not.,,,
899,711,Write a python function to check whether the product of digits of a number at even and odd places is equal or not.,Write,Operator,"(0, 4)"
900,711,Write a python function to check whether the product of digits of a number at even and odd places is equal or not.,check,Operator,"(27, 31)"
901,711,Write a python function to check whether the product of digits of a number at even and odd places is equal or not.,number,Datatype,"(68, 73)"
902,711,Write a python function to check whether the product of digits of a number at even and odd places is equal or not.,whether,Conditional,"(33, 39)"
903,711,Write a python function to check whether the product of digits of a number at even and odd places is equal or not.,product,Property,"(45, 51)"
904,711,Write a python function to check whether the product of digits of a number at even and odd places is equal or not.,of,Property,"(53, 54)"
905,711,Write a python function to check whether the product of digits of a number at even and odd places is equal or not.,digits,Property,"(56, 61)"
906,711,Write a python function to check whether the product of digits of a number at even and odd places is equal or not.,even,Property,"(78, 81)"
907,711,Write a python function to check whether the product of digits of a number at even and odd places is equal or not.,odd,Property,"(87, 89)"
908,711,Write a python function to check whether the product of digits of a number at even and odd places is equal or not.,equal,Property,"(101, 105)"
909,712,Write a function to remove duplicates from a list of lists.,,,
910,712,Write a function to remove duplicates from a list of lists.,Write,Operator,"(0, 4)"
911,712,Write a function to remove duplicates from a list of lists.,remove,Operator,"(20, 25)"
912,712,Write a function to remove duplicates from a list of lists.,lists.,Datatype,"(53, 58)"
913,712,Write a function to remove duplicates from a list of lists.,of,Datatype,"(50, 51)"
914,712,Write a function to remove duplicates from a list of lists.,list,Datatype,"(45, 48)"
915,712,Write a function to remove duplicates from a list of lists.,duplicates,Property,"(27, 36)"
916,713,Write a function to check if the given tuple contains all valid values or not.,,,
917,713,Write a function to check if the given tuple contains all valid values or not.,Write,Operator,"(0, 4)"
918,713,Write a function to check if the given tuple contains all valid values or not.,check,Operator,"(20, 24)"
919,713,Write a function to check if the given tuple contains all valid values or not.,tuple,Datatype,"(39, 43)"
920,713,Write a function to check if the given tuple contains all valid values or not.,if,Conditional,"(26, 27)"
921,713,Write a function to check if the given tuple contains all valid values or not.,contains,Property,"(45, 52)"
922,713,Write a function to check if the given tuple contains all valid values or not.,all,Property,"(54, 56)"
923,713,Write a function to check if the given tuple contains all valid values or not.,valid,Property,"(58, 62)"
924,713,Write a function to check if the given tuple contains all valid values or not.,values,Property,"(64, 69)"
925,714,Write a python function to count the number of distinct power of prime factor of given number.,,,
926,714,Write a python function to count the number of distinct power of prime factor of given number.,Write,Operator,"(0, 4)"
927,714,Write a python function to count the number of distinct power of prime factor of given number.,count,Operator,"(27, 31)"
928,714,Write a python function to count the number of distinct power of prime factor of given number.,number.,Datatype,"(87, 93)"
929,714,Write a python function to count the number of distinct power of prime factor of given number.,number,Property,"(37, 42)"
930,714,Write a python function to count the number of distinct power of prime factor of given number.,power,Property,"(56, 60)"
931,714,Write a python function to count the number of distinct power of prime factor of given number.,distinct,Property,"(47, 54)"
932,714,Write a python function to count the number of distinct power of prime factor of given number.,prime,Property,"(65, 69)"
933,714,Write a python function to count the number of distinct power of prime factor of given number.,factor,Property,"(71, 76)"
934,715,Write a function to convert the given string of integers into a tuple.,,,
935,715,Write a function to convert the given string of integers into a tuple.,Write,Operator,"(0, 4)"
936,715,Write a function to convert the given string of integers into a tuple.,convert,Operator,"(20, 26)"
937,715,Write a function to convert the given string of integers into a tuple.,string,Datatype,"(38, 43)"
938,715,Write a function to convert the given string of integers into a tuple.,integers,Datatype,"(48, 55)"
939,715,Write a function to convert the given string of integers into a tuple.,tuple.,Datatype,"(64, 69)"
940,716,Write a function to find the perimeter of a rombus.,,,
941,716,Write a function to find the perimeter of a rombus.,Write,Operator,"(0, 4)"
942,716,Write a function to find the perimeter of a rombus.,find,Operator,"(20, 23)"
943,716,Write a function to find the perimeter of a rombus.,perimeter,Property,"(29, 37)"
944,716,Write a function to find the perimeter of a rombus.,rombus.,Property,"(44, 50)"
945,717,Write a function to calculate the standard deviation.,,,
946,717,Write a function to calculate the standard deviation.,Write,Operator,"(0, 4)"
947,717,Write a function to calculate the standard deviation.,calculate,Operator,"(20, 28)"
948,717,Write a function to calculate the standard deviation.,standard,Property,"(34, 41)"
949,717,Write a function to calculate the standard deviation.,deviation.,Property,"(43, 52)"
950,718,Write a function to create a list taking alternate elements from another given list.,,,
951,718,Write a function to create a list taking alternate elements from another given list.,Write,Operator,"(0, 4)"
952,718,Write a function to create a list taking alternate elements from another given list.,create,Operator,"(20, 25)"
953,718,Write a function to create a list taking alternate elements from another given list.,elements,Datatype,"(51, 58)"
954,718,Write a function to create a list taking alternate elements from another given list.,list.,Datatype,"(79, 83)"
955,718,Write a function to create a list taking alternate elements from another given list.,alternate,Property,"(41, 49)"
956,718,Write a function to create a list taking alternate elements from another given list.,list,Datatype,"(29, 32)"
957,718,Write a function to create a list taking alternate elements from another given list.,another,Property,"(65, 71)"
958,719,Write a function that matches a string that has an a followed by zero or more b's.,,,
959,719,Write a function that matches a string that has an a followed by zero or more b's.,Write,Operator,"(0, 4)"
960,719,Write a function that matches a string that has an a followed by zero or more b's.,string,Datatype,"(32, 37)"
961,719,Write a function that matches a string that has an a followed by zero or more b's.,matches,Operator,"(22, 28)"
962,719,Write a function that matches a string that has an a followed by zero or more b's.,followed,Property,"(53, 60)"
963,719,Write a function that matches a string that has an a followed by zero or more b's.,by,Property,"(62, 63)"
964,719,Write a function that matches a string that has an a followed by zero or more b's.,zero,Property,"(65, 68)"
965,719,Write a function that matches a string that has an a followed by zero or more b's.,more,Property,"(73, 76)"
966,719,Write a function that matches a string that has an a followed by zero or more b's.,b's.,Property,"(78, 81)"
967,720,Write a function to add a dictionary to the tuple.,,,
968,720,Write a function to add a dictionary to the tuple.,Write,Operator,"(0, 4)"
969,720,Write a function to add a dictionary to the tuple.,add,Operator,"(20, 22)"
970,720,Write a function to add a dictionary to the tuple.,dictionary,Datatype,"(26, 35)"
971,720,Write a function to add a dictionary to the tuple.,tuple.,Datatype,"(44, 49)"
972,721,Write a function to find a path with the maximum average over all existing paths for the given square matrix of size n*n.,,,
973,721,Write a function to find a path with the maximum average over all existing paths for the given square matrix of size n*n.,Write,Operator,"(0, 4)"
974,721,Write a function to find a path with the maximum average over all existing paths for the given square matrix of size n*n.,find,Operator,"(20, 23)"
975,721,Write a function to find a path with the maximum average over all existing paths for the given square matrix of size n*n.,matrix,Datatype,"(102, 107)"
976,721,Write a function to find a path with the maximum average over all existing paths for the given square matrix of size n*n.,size,Property,"(112, 115)"
977,721,Write a function to find a path with the maximum average over all existing paths for the given square matrix of size n*n.,n*n.,Property,"(117, 120)"
978,721,Write a function to find a path with the maximum average over all existing paths for the given square matrix of size n*n.,square,Property,"(95, 100)"
979,721,Write a function to find a path with the maximum average over all existing paths for the given square matrix of size n*n.,path,Property,"(27, 30)"
980,721,Write a function to find a path with the maximum average over all existing paths for the given square matrix of size n*n.,with,Property,"(32, 35)"
981,721,Write a function to find a path with the maximum average over all existing paths for the given square matrix of size n*n.,maximum,Property,"(41, 47)"
982,721,Write a function to find a path with the maximum average over all existing paths for the given square matrix of size n*n.,average,Property,"(49, 55)"
983,721,Write a function to find a path with the maximum average over all existing paths for the given square matrix of size n*n.,all,Property,"(62, 64)"
984,721,Write a function to find a path with the maximum average over all existing paths for the given square matrix of size n*n.,existing,Property,"(66, 73)"
985,721,Write a function to find a path with the maximum average over all existing paths for the given square matrix of size n*n.,paths,Property,"(75, 79)"
986,722,Write a function to filter the height and width of students which are stored in a dictionary.,,,
987,722,Write a function to filter the height and width of students which are stored in a dictionary.,Write,Operator,"(0, 4)"
988,722,Write a function to filter the height and width of students which are stored in a dictionary.,filter,Operator,"(20, 25)"
989,722,Write a function to filter the height and width of students which are stored in a dictionary.,dictionary.,Datatype,"(82, 92)"
990,722,Write a function to filter the height and width of students which are stored in a dictionary.,height,Property,"(31, 36)"
991,722,Write a function to filter the height and width of students which are stored in a dictionary.,width,Property,"(42, 46)"
992,722,Write a function to filter the height and width of students which are stored in a dictionary.,of,Property,"(48, 49)"
993,722,Write a function to filter the height and width of students which are stored in a dictionary.,students,Property,"(51, 58)"
994,723,Write a function to count the same pair in two given lists using map function.,,,
995,723,Write a function to count the same pair in two given lists using map function.,Write,Operator,"(0, 4)"
996,723,Write a function to count the same pair in two given lists using map function.,count,Operator,"(20, 24)"
997,723,Write a function to count the same pair in two given lists using map function.,pair,Property,"(35, 38)"
998,723,Write a function to count the same pair in two given lists using map function.,lists,Datatype,"(53, 57)"
999,723,Write a function to count the same pair in two given lists using map function.,map,Datatype,"(65, 67)"
1000,723,Write a function to count the same pair in two given lists using map function.,same,Property,"(30, 33)"
1001,723,Write a function to count the same pair in two given lists using map function.,two,Property,"(43, 45)"
1002,724,Write a function to calculate the sum of all digits of the base to the specified power.,,,
1003,724,Write a function to calculate the sum of all digits of the base to the specified power.,Write,Operator,"(0, 4)"
1004,724,Write a function to calculate the sum of all digits of the base to the specified power.,calculate,Operator,"(20, 28)"
1005,724,Write a function to calculate the sum of all digits of the base to the specified power.,sum,Property,"(34, 36)"
1006,724,Write a function to calculate the sum of all digits of the base to the specified power.,all,Property,"(41, 43)"
1007,724,Write a function to calculate the sum of all digits of the base to the specified power.,digits,Property,"(45, 50)"
1008,724,Write a function to calculate the sum of all digits of the base to the specified power.,base,Property,"(59, 62)"
1009,724,Write a function to calculate the sum of all digits of the base to the specified power.,the,Property,"(30, 32)"
1010,724,Write a function to calculate the sum of all digits of the base to the specified power.,of,Property,"(38, 39)"
1011,724,Write a function to calculate the sum of all digits of the base to the specified power.,specified,Property,"(71, 79)"
1012,724,Write a function to calculate the sum of all digits of the base to the specified power.,power.,Property,"(81, 86)"
1013,725,Write a function to extract values between quotation marks of the given string by using regex.,,,
1014,725,Write a function to extract values between quotation marks of the given string by using regex.,Write,Operator,"(0, 4)"
1015,725,Write a function to extract values between quotation marks of the given string by using regex.,extract,Operator,"(20, 26)"
1016,725,Write a function to extract values between quotation marks of the given string by using regex.,string,Datatype,"(72, 77)"
1017,725,Write a function to extract values between quotation marks of the given string by using regex.,regex.,Datatype,"(88, 93)"
1018,725,Write a function to extract values between quotation marks of the given string by using regex.,between,Property,"(35, 41)"
1019,725,Write a function to extract values between quotation marks of the given string by using regex.,quotation,Property,"(43, 51)"
1020,725,Write a function to extract values between quotation marks of the given string by using regex.,marks,Property,"(53, 57)"
1021,726,Write a function to multiply the adjacent elements of the given tuple.,,,
1022,726,Write a function to multiply the adjacent elements of the given tuple.,Write,Operator,"(0, 4)"
1023,726,Write a function to multiply the adjacent elements of the given tuple.,multiply,Operator,"(20, 27)"
1024,726,Write a function to multiply the adjacent elements of the given tuple.,tuple.,Datatype,"(64, 69)"
1025,726,Write a function to multiply the adjacent elements of the given tuple.,adjacent,Property,"(33, 40)"
1026,726,Write a function to multiply the adjacent elements of the given tuple.,elements,Property,"(42, 49)"
1027,727,Write a function to remove all characters except letters and numbers using regex,,,
1028,727,Write a function to remove all characters except letters and numbers using regex,Write,Operator,"(0, 4)"
1029,727,Write a function to remove all characters except letters and numbers using regex,remove,Operator,"(20, 25)"
1030,727,Write a function to remove all characters except letters and numbers using regex,characters,Datatype,"(31, 40)"
1031,727,Write a function to remove all characters except letters and numbers using regex,regex,Datatype,"(75, 79)"
1032,727,Write a function to remove all characters except letters and numbers using regex,except,Conditional,"(42, 47)"
1033,727,Write a function to remove all characters except letters and numbers using regex,letters,Property,"(49, 55)"
1034,727,Write a function to remove all characters except letters and numbers using regex,numbers,Property,"(61, 67)"
1035,727,Write a function to remove all characters except letters and numbers using regex,all,Property,"(27, 29)"
1036,728,Write a function to sum elements in two lists.,,,
1037,728,Write a function to sum elements in two lists.,Write,Operator,"(0, 4)"
1038,728,Write a function to sum elements in two lists.,sum,Operator,"(20, 22)"
1039,728,Write a function to sum elements in two lists.,elements,Datatype,"(24, 31)"
1040,728,Write a function to sum elements in two lists.,lists.,Datatype,"(40, 45)"
1041,728,Write a function to sum elements in two lists.,two,Conditional,"(36, 38)"
1042,729,Write a function to add two lists using map and lambda function.,,,
1043,729,Write a function to add two lists using map and lambda function.,Write,Operator,"(0, 4)"
1044,729,Write a function to add two lists using map and lambda function.,add,Operator,"(20, 22)"
1045,729,Write a function to add two lists using map and lambda function.,lists,Datatype,"(28, 32)"
1046,729,Write a function to add two lists using map and lambda function.,function.,Datatype,"(55, 63)"
1047,729,Write a function to add two lists using map and lambda function.,lambda,Datatype,"(48, 53)"
1048,729,Write a function to add two lists using map and lambda function.,map,Datatype,"(40, 42)"
1049,730,Write a function to remove consecutive duplicates of a given list.,,,
1050,730,Write a function to remove consecutive duplicates of a given list.,Write,Operator,"(0, 4)"
1051,730,Write a function to remove consecutive duplicates of a given list.,remove,Operator,"(20, 25)"
1052,730,Write a function to remove consecutive duplicates of a given list.,list.,Datatype,"(61, 65)"
